Smiles,Molecular Weight,AlogP,#RO5 Violations,pIC50
Cc1c[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn2c1=O,321.38,2.45,0.0,4.3979400086720375
Cc1[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn2c(=O)c1C,335.41,2.76,0.0,4.3979400086720375
O=C1C=C[C@@H](CO)OC1,128.13,-0.5,0.0,4.376750709602099
CC(C)c1nn(CC(=O)Nc2ncncc2F)c(=O)c2cc(C(F)(F)F)ccc12,409.34,3.11,0.0,4.301029995663981
COCCCNC(=O)c1ccc(Cn2c(SCc3ccc(F)nc3)nc3ccncc32)cc1,465.55,4.07,0.0,4.283078926833239
C=C(Cc1ccccc1Cl)C(=O)NCCc1ccc(S(N)(=O)=O)cc1,378.88,2.45,0.0,4.130768280269024
CCc1nn(CC(=O)N(C)c2ccccc2)c(=O)c2cc3sccc3n12,366.45,2.94,0.0,4.086186147616283
O=C(Cc1ccc(F)cc1)Nc1cccc(O)c1,245.25,2.71,0.0,4.0
O=C(Cc1ccc2ncccc2c1)Nc1cccc(O)c1,278.31,3.12,0.0,4.0
CS(=O)(=O)c1ccc(CC(=O)Nc2cccc(O)c2)cc1,305.36,1.98,0.0,4.0
COc1ccc(CC(=O)Nc2ccc3c(c2)OC(F)(F)O3)cc1,321.28,3.2,0.0,4.0
COc1ccccc1CC(=O)Nc1cccc(O)c1,257.29,2.58,0.0,4.0
O=C(Cc1cccc2[nH]ccc12)Nc1cccc(O)c1,266.3,3.05,0.0,4.0
COc1ccc(CC(=O)Nc2cccc(C(C)=O)c2)cc1,283.33,3.08,0.0,4.0
COc1ccc(CC(=O)Nc2cccc(OC(F)(F)F)c2)cc1,325.29,3.78,0.0,4.0
Cc1nc2ccc(Nc3nc4cc(S(=O)(=O)N5CCOCC5)ccc4o3)cc2s1,430.51,3.51,0.0,4.0
COc1ccc(CC(=O)Nc2ccccc2O)cc1,257.29,2.58,0.0,4.0
O=C(Cc1ccc(OCc2ccccc2)cc1)Nc1cccc(O)c1,333.39,4.15,0.0,4.0
COc1ccc(CC(=O)Nc2cccc(OC(F)F)c2)cc1,307.3,3.48,0.0,4.0
COc1ccc(CC(=O)Nc2cccc(Br)c2)cc1,320.19,3.64,0.0,4.0
O=C(Cc1ccc2c(c1)CCO2)Nc1cccc(O)c1,269.3,2.51,0.0,4.0
O=C(Cc1ccc([N+](=O)[O-])cc1)Nc1cccc(O)c1,272.26,2.48,0.0,4.0
O=C(NCc1ccc2cc[nH]c2c1)c1cccc(O)c1,266.3,2.8,0.0,4.0
O=C(Cc1ccc2c(c1)OCO2)Nc1cccc(O)c1,271.27,2.3,0.0,4.0
CCCCCc1ccc(CC(=O)Nc2cccc(O)c2)cc1,297.4,4.31,0.0,4.0
COC(=O)c1cccc(NC(=O)Cc2ccc(OC)cc2)c1,299.33,2.66,0.0,4.0
COc1ccc(CC(=O)Nc2cccc(C(=O)O)c2)cc1,285.3,2.57,0.0,4.0
COc1ccc(CC(=O)Nc2cccc(F)c2)cc1,259.28,3.02,0.0,4.0
COc1ccc(CC(=O)Nc2cccc(CO)c2)cc1,271.32,2.37,0.0,4.0
COc1ccc(CC(=O)Nc2cccc(S(N)(=O)=O)c2)cc1,320.37,1.52,0.0,4.0
O=C(Cc1ccc(O)cc1)Nc1cccc(O)c1,243.26,2.28,0.0,4.0
COc1ccc(CC(=O)Nc2ccc3c(c2)C(=O)OC3)cc1,297.31,2.55,0.0,4.0
COc1ccc(CC(=O)Nc2cccc(C(F)(F)F)c2)cc1,309.29,3.9,0.0,4.0
COc1ccc(CC(=O)Nc2cccc(Cl)c2)cc1,275.74,3.53,0.0,4.0
O=C(Cc1ccccc1)Nc1cccc(O)c1,227.26,2.57,0.0,4.0
COc1ccc(CC(=O)Nc2ccc3c(c2)C(=O)NC3)cc1,296.33,2.12,0.0,4.0
COc1ccc(CC(=O)Nc2ccc3c(c2)C(=O)CC3)cc1,295.34,3.01,0.0,4.0
O=C(Cn1ccc2ccccc21)Nc1cccc(O)c1,266.3,2.99,0.0,4.0
COc1ccc(CC(=O)Nc2cccc([N+](=O)[O-])c2)cc1,286.29,2.78,0.0,4.0
O=C(Cc1c[nH]c2ccccc12)Nc1cccc(O)c1,266.3,3.05,0.0,4.0
O=C(Cc1ccc(-c2ccccc2)cc1)Nc1cccc(O)c1,303.36,4.24,0.0,4.0
COc1ccc(CC(=O)Nc2ccc3ncoc3c2)cc1,282.3,3.02,0.0,4.0
COc1ccc(CC(=O)Nc2ccc3c(c2)COC3)cc1,283.33,2.91,0.0,4.0
CS(=O)(=O)Nc1ccc(CC(=O)Nc2cccc(O)c2)cc1,320.37,1.94,0.0,4.0
COc1ccc(CC(=O)Nc2cccc(C)c2)cc1,255.32,3.18,0.0,4.0
COc1ccc(CC(=O)Nc2cccc(C(C)(C)O)c2)cc1,299.37,3.1,0.0,4.0
COc1ccc(CC(=O)Nc2ccc(O)cc2)cc1,257.29,2.58,0.0,4.0
O=C(Cc1cccc2ccccc12)Nc1cccc(O)c1,277.32,3.73,0.0,4.0
COc1ccc(CC(=O)Nc2ccccc2)cc1,241.29,2.88,0.0,4.0
COc1ccc(CC(=O)Nc2ccc3c(c2)COC3=O)cc1,297.31,2.55,0.0,4.0
O=C(Nc1cccc(O)c1)c1ccc2cc[nH]c2c1,252.27,3.13,0.0,4.0
COc1ccc(CC(=O)Nc2cccc(N)c2)cc1,256.31,2.46,0.0,4.0
COc1cccc(CC(=O)Nc2cccc(O)c2)c1,257.29,2.58,0.0,4.0
COc1ccc(CC(=O)Nc2ccc3c(c2)CNC3=O)cc1,296.33,2.12,0.0,4.0
COc1ccc(CC(=O)Nc2cccc(OC)c2)cc1,271.32,2.89,0.0,4.0
O=C1CO[C@H](CO)[C@@H](O)C1,146.14,-1.3,0.0,2.638272163982407
